一	a
涎	vymi
汲	vyms
沸	vyn
消费者	vynb
沸	vynd
消费品	vynj
消费量	vynk
涨价	vyno
汤	vyo
汤	vyod
濢	vyoe
梁	vyof
滁	vyom
瀰	vyoo
漻	vyop
烫	vyou
粱	vyou
沸腾	vyqu
瀡	vyqw
瀡	vyqy
涩	vys
消费市场	vysb
涩	vysi
澀	vysi
涊	vysw
溺	vyt
学习班	vytc
消费资料	vytu
烫	vyu
涨潮	vyve
瀈	vywf
湕	vyxb
溋	vyxl
沒	vyxs
池子	vyya
汜	vyyb
氾	vyyb
泐	vyym
濯	vyyn
漝	vyyn
溺	vyyt
洲际导弹	vyyy
泓	vyz
消费结构	vyzf
淋巴细胞	vyzq
泓	vyzs
泼	vz
滍	vzai
湽	vzak
治理	vzck
灤	vzf
治本	vzfa
渗析	vzfp
渗	vzg
治厂	vzgg
渗碳	vzgl
渗	vzgp
湪	vzgq
治	vzj
洳	vzj
治国	vzjc
淄	vzk
漅	vzkf
淄	vzki
淥	vzkv
治水	vzkv
汝	vzm
涘	vzma
洠	vzmb
汇编程序	vzmt
潍	vzn
潍	vzni
濰	vzni
浚	vzo
治愈	vzoa
渗入	vzod
泤	vzod
滲	vzop
浚	vzor
沇	vzrd
汇编语言	vzss
治病	vzta
治疗	vzty
泼	vzv
激发态	vzvg
渗漏	vzvx
渗透	vzwm
浓缩铀	vzwp
治安	vzwz
泼	vzxs
灉	vzyn
灣	vzyz
濼	vzzf
泏	vzzi
派出所	vzzp
泑	vzzy
这	w
之	wa
辶	waaa
富于	waad
之下	waai
宁可	waaj
宁夏	waan
之一	waav
之二	wabd
宁静	wacq
安于现状	wact
迂	wad
之势	wadq
写的	wadv
迀	waed
逼真	wael
袜	waf
迗	wagd
适可而止	wagi
宁愿	wagn
富有	wagq
写有	wagq
宣武区	wahh
宁	wai
宁肯	waiq
军政府	wait
之上	waiv
富	waj
富贵	waja
富国	wajc
安哥拉	wajd
富足	waji
富贵	waji
迂回	wajj
逼	wajk
之路	wajr
宁夏回族自治区	wajs
逗	waju
之中	wajv
逗哏	wajx
这可以	wajz
还可以	wajz
寅	wak
富丽堂皇	wakn
写照	waky
逦	wal
迊	wali
逦	wall
近两年	walm
之内	walo
邐	walt
近一年来	wamb
近两年来	wamb
近百年来	wamb
写生	wamc
福利	wamk
福气	wamy
寡	wan
逼债	wanc
逼供	wane
迈向	wanj
写作	wanm
写信	wans
写入	waod
富饶	waoh
邇	waoo
富翁	waoz
之后	wapa
宇航	waps
之外	wari
迾	wark
逗留	wars
军烈属	warx
农副产品	wasj
之间	watk
之类	waug
写着	waul
之首	waun
之前	wauq
这一下	wava
写法	wavb
这一切	wavh
进一步	wavi
这一点	wavi
福州	wavn
这一段	wavn
辷	wavv
迈进	wawb
宇宙	wawk
逼迫	wawn
富裕	wawo
逼近	wawp
富农	wawr
迈	way
袜子	waya
之际	wayb
富强	wayj
迈	waym
福建	wayx
写	waz
视死如归	wazk
写给	wazo
寡妇	wazx
迈出	wazz
写出	wazz
完	wb
窍	wba
军地两用人材	wbal
褂	wbb
遶	wbbg
边境地区	wbbh
完工	wbbi
进来	wbbk
进攻	wbbm
运走	wbbo
空地	wbbv
实地考察	wbbw
宗教	wbby
运动	wbbz
进去	wbbz
运球	wbcd
社长	wbch
进取	wbcx
完事	wbdj
宣誓	wbdp
空投	wbdq
运抵	wbdr
宗教事务局	wbdr
违抗	wbds
宣扬	wbdy
运载	wbeh
远期	wbeq
运营	wbew
违禁	wbff
完整	wbfj
空想	wbfl
空格	wbfr
远大	wbgd
进而	wbgl
宣布	wbgl
空袭	wbgs
远在	wbgv
运转	wbhb
运到	wbhk
远东	wbhk
运输	wbho
完成	wbhv
空	wbi
宣战	wbij
空战	wbij
进步	wbik
空虚	wbik
农工党	wbik
农工商	wbis
禧	wbj
迼	wbj
进口	wbja
社团	wbjd
社员	wbjl
遠	wbjr
空中	wbjv
宗	wbk
远景	wbks
空旷	wbkt
进水	wbkv
远见	wblr
运用	wblv
褚	wbm
进程	wbmj
宣告	wbmj
远程	wbmj
运算	wbml
宣称	wbmr
进攻性	wbmu
运气	wbmy
空气	wbmy
进	wbn
违例	wbna
宣传	wbnb
进	wbnd
进修	wbni
空白	wbnk
宗教信仰	wbnn
进货	wbnr
进化	wbnr
空位	wbns
逢场作戏	wbnx
窥	wbo
远征	wboa
社会	wbob
逵	wbob
完全	wboc
进入	wbod
进行	wboi
运行	wboi
军工企业	wbok
运往	wbos
远销	wbpk
违反	wbpx
违犯	wbqy
远	wbr
远	wbrd
远处	wbri
完备	wbrk
宗旨	wbrk
边境贸易	wbrk
完毕	wbrr
宣言	wbsa
宣讲	wbsb
宣读	wbse
进京	wbsj
违章	wbsk
空调	wbsl
空话	wbsm
远离	wbso
社论	wbso
空谈	wbsu
远方	wbsy
空闲	wbtf
空头	wbtg
空间	wbtk
违背	wbtr
进度	wbtv
逹	wbub
達	wbuc
完美	wbug
宣判	wbuk
空前	wbuq
完善	wbuu
运河	wbva
违法	wbvb
宗法	wbvb
空洞	wbvl
宗派	wbvp
房地产	wbvs
远洋	wbvu
空运	wbwb
远远	wbwb
冠军	wbwh
空军	wbwh
进军	wbwh
空穴	wbwo
远近	wbwp
运送	wbwu
进退	wbwx
运动神经	wbwz
空心	wbwz
进展	wbxe
被动局面	wbxg
逜	wbxj
进驻	wbxs
违	wby
空子	wbya
褂子	wbya
逇	wbyi
这都是	wbyk
空隙	wbyk
社队	wbyo
空降	wbyr
完了	wbyv
运	wbz
迃	wbz
完结	wbzb
被劫持	wbzd
运动战	wbzi
运动员	wbzj
心动图	wbzj
突击手	wbzm
运动会	wbzo
违约	wbzr
逺	wbzr
运	wbzs
迲	wbzs
进发	wbzv
完好	wbzy
违纪	wbzy
过去了	wbzy
进出	wbzz
割	wc
割裂	wcar
宝塔	wcbe
宝珠	wccm
宝玉	wccs
祷	wcd
割据	wcdx
宝藏	wceh
道琼斯股票	wceq
宝石	wcga
害虫	wcia
害	wcj
宝贵	wcja
豁口	wcja
心理因素	wcjc
宝贵	wcji
逆耳忠言	wcjs
安理会	wcko
心理学	wckv
宝贝	wclo
宝剑	wcob
裱	wcr
豁然	wcrg
害处	wcri
宝	wcs
豁亮	wcsj
害病	wcta
宝库	wcth
宝座	wcto
遤	wcu
害怕	wcun
害羞	wcux
遨游	wcvs
迋	wcvv
遨	wcy
遨	wcym
割线	wczh
定	wd
宇	wda
宀	wdaa
宇	wdad
定于	wdad
过于	wdad
定型	wdae
宁	wdai
寔	wdai
寄	wdaj
过严	wdak
宿	wdan
宺	wdan
鸋	wdar
宣	wdb
宣	wdbk
宗	wdbk
寐	wdbk
过来	wdbk
崈	wdbl
賨	wdbl
安排工作	wdbn
宑	wdbn
完	wdbr
鶎	wdbr
过境	wdbs
宯	wdby
过去	wdbz
寷	wdci
害	wdcj
定理	wdck
実	wdco
寈	wdcq
宝	wdcs
守	wdd
实事求是	wddk
军事援助	wddl
衬托	wddm
过热	wddq
守	wdds
通报批评	wdds
守护	wddw
军事基地	wdeb
宽	wdel
寛	wdel
定期	wdeq
过期	wdeq
逝世	wdev
过节	wdey
寚	wdez
宋	wdf
寴	wdfl
寭	wdfw
宕	wdg
过硬	wdga
宸	wdgh
宠	wdgm
顁	wdgo
家	wdgq
宥	wdgq
宊	wdgs
选拔赛	wdgw
宏	wdgz
宦	wdh
宧	wdh
室	wdhb
过盛	wdhl
过盛	wdhy
宬	wdhy
定点	wdij
守旧	wdik
寊	wdil
寇	wdix
寯	wdiy
宲	wdjf
额	wdjg
額	wdjg
宫	wdjj
富	wdjk
割	wdjk
定员	wdjl
宮	wdjn
过路	wdjr
寰	wdjr
鶷	wdjr
愙	wdjw
寓	wdk
定量	wdka
过量	wdka
过时	wdkd
定时	wdkd
过早	wdke
寞	wdkg
审	wdki
宙	wdki
寮	wdkk
寳	wdkl
賓	wdkl
覾	wdkl
寅	wdko
宵	wdkq
定影	wdks
寂	wdkx
宴	wdkz
寠	wdkz
寧	wdla
寕	wdla
寗	wdlb
宜	wdlc
寏	wdlg
顮	wdlg
寜	wdli
守则	wdlk
寎	wdlo
寘	wdlo
定购	wdlr
寬	wdls
憲	wdlw
寓	wdlz
牢	wdmb
宎	wdmg
宅	wdmh
宒	wdmh
蜜	wdmi
宱	wdmi
过程	wdmj
军事委员会	wdmj
过重	wdmk
密	wdml
过年	wdmm
守敌	wdmm
过失	wdmo
宪	wdmr
安排生产	wdms
定稿	wdms
过剩	wdmt
军事科学	wdmv
逰	wdmy
过敏	wdmz
定做	wdne
寱	wdnf
寉	wdni
定向	wdnj
定价	wdno
定货	wdnr
定位	wdns
定息	wdnw
塞	wdo
塞	wdob
定会	wdob
军事行动	wdob
騫	wdoc
过人	wdod
寨	wdof
戭	wdoh
豁	wdoj
蹇	wdoj
赛	wdol
賽	wdol
搴	wdom
寥	wdop
鶱	wdor
过往	wdos
謇	wdos
寒	wdot
定律	wdox
骞	wdox
寡	wdoy
过分	wdoy
寋	wdoy
弿	wdoy
逝	wdp
过后	wdpa
逝	wdpd
过错	wdpe
宷	wdpf
寀	wdpf
審	wdpk
宾	wdpo
寙	wdpp
宂	wdqd
鴧	wdqr
宄	wdqy
宐	wdra
察	wdrb
定然	wdrg
客	wdrj
它	wdrr
鵍	wdrr
寃	wdrs
寫	wdru
过多	wdrv
迱	wdrw
宛	wdry
宼	wdrz
过	wds
宔	wdsc
宰	wdse
寵	wdsi
过高	wdsj
定产	wdsm
过夜	wdsn
定义	wdso
宍	wdso
衬衣	wdsr
褰	wdsr
定率	wdsv
军事训练	wdsz
实	wdtg
过头	wdtg
过问	wdtj
军事装备	wdtr
过度	wdtv
过瘾	wdty
过半	wdub
宩	wduf
过关	wdug
宻	wdul
定性	wdum
过火	wduo
灾	wduo
定为	wduv
过快	wdux
叜	wdux
守法	wdvb
过滤	wdvi
过活	wdvm
过激	wdvn
宨	wdvr
逑	wdvs
过渡	wdvt
军事演习	wdvy
遥控员	wdwj
甯	wdwl
寍	wdwl
宓	wdwm
衬衫	wdwp
定额	wdwr
过道	wdwu
寝	wdwx
寖	wdwx
寑	wdwx
寢	wdwx
军事实力	wdwy
定案	wdwz
定居	wdxe
寲	wdxi
寁	wdxi
寤	wdxj
宭	wdxj
賔	wdxl
选择性	wdxu
定局	wdxy
官	wdy
字	wdya
守卫	wdya
剜	wdyk
鹓	wdyr
鵷	wdyr
定弦	wdys
寪	wdyu
悹	wdyw
惌	wdyw
逭	wdyw
翝	wdyy
翧	wdyy
宆	wdyz
宖	wdyz
安	wdz
鞌	wdze
案	wdzf
頞	wdzg
过细	wdzk
實	wdzl
寶	wdzl
安	wdzm
鴳	wdzr
寣	wdzs
宽	we
塞	web
祺	wec
辻	wed
寨	wef
宽松	wefo
宽大	wegd
逽	wegj
宽厚	wegk
寒碜	wegz
遭到	wehk
赛区	weho
祜	wej
赛跑	wejr
寒喧	wejw
遭	wek
逪	wek
寒暑	wekb
遭	wekk
宽敞	wekl
遘	welb
遖	weld
邁	welz
搴	wem
寒假	wenx
赛	weo
遳	weob
赛后	wepa
遭受	wepw
近期内	weql
寒风	weqo
褰	wer
塞外	weri
寒冬	wert
謇	wes
寒	wet
宽广	wetg
寒冷	weto
宽阔	wetv
宽度	wetv
福克兰岛	weur
寒潮	weve
寒流	wevs
遭遇	wewk
遰	wewl
宽窄	wewm
骞	wex
宽慰	wexb
迣	wez
宽恕	wezj
速	wf
这样一来	wfab
农村政策	wfam
完整无缺	wfam
农村干部	wfas
逋	wfb
逎	wfd
必要措施	wfds
达格斯坦	wfeb
襟	wff
襦	wfg
必需品	wfgj
遷	wfgy
速成	wfhv
速	wfj
迺	wfj
遫	wfjm
遬	wfjr
連	wfk
农林牧副渔	wfma
宋代	wfnh
襻	wfo
神枪手	wfom
逨	wfoo
守株待兔	wfor
农村金融	wfpa
必要条件	wfrn
述	wfs
述评	wfsa
速效	wfso
鶐	wfsr
速率	wfsv
速度	wftv
必要的	wfvd
必要时	wfvk
必要性	wfvu
速写	wfwa
字根通用码	wfwl
农村改革	wfye
适配卡	wfyi
农村经济	wfzv
家	wg
寄	wga
必不可少	wgak
这不可能	wgaz
这不可以	wgaz
还未	wgbk
遀	wgbq
突地	wgbv
被压迫	wgbw
突起	wgby
突击	wgbz
还击	wgbz
远大理想	wgcf
家长	wgch
达	wgd
寄托	wgdm
逩	wgee
达标	wgfb
还需	wgfg
过磷酸钙	wgfp
还要	wgfv
宏大	wggd
视而不见	wggl
还原	wggn
还有	wggq
密而不宣	wggw
突破	wggx
宸	wgh
达到	wghk
达成	wghv
还	wgi
还不是	wgik
逐步	wgik
这不过	wgiw
家园	wgjb
突围	wgjb
还只	wgjo
家中	wgjv
家里	wgkb
遼	wgkk
还是	wgkv
家电	wgkz
还用	wgl
家具	wglo
家用	wglv
宠	wgm
寄生	wgmc
逐年	wgmm
宏伟	wgnb
还债	wgnc
寄信	wgns
还原剂	wgns
家伙	wgnu
家人	wgod
家禽	wgos
逐个	wgov
还须	wgpg
宠爱	wgpw
逐	wgq
迶	wgq
逐月	wgqv
突然	wgrg
迫不急待	wgro
家务	wgry
突	wgs
迖	wgs
迏	wgs
寄主	wgsc
家族	wgsm
突变	wgsx
家畜	wgsz
家门	wgtl
还将	wgtr
还应	wgtv
家庭	wgty
寮	wgu
家眷	wgul
还清	wgvc
逐渐	wgvh
还原染料	wgvu
被压迫民族	wgwy
祓	wgx
突破口	wgxj
迫在眉睫	wgxl
宏观	wgxl
家属	wgxm
突破性	wgxu
寄予	wgxx
农历年	wgym
迫不及待	wgyo
宏	wgz
还给	wgzo
还能	wgzq
还好	wgzy
突出	wgzz
家乡	wgzz
军	wh
军政	whai
室	whb
穿越	whbh
军工	whbi
逕	whbi
运输工人	whbo
连声	whbx
连长	whch
军长	whch
密切联系	whcm
密切联系群众	whcm
连珠	whcm
窃取	whcx
逻辑推理	whdc
遥感技术	whdf
军事	whdj
穿插	whdm
连接	whds
连	whe
穿戴	whek
军警	wher
达成协议	whes
军营	whew
连杆	whfa
迫切要求	whfd
迫切需要	whff
密切配合	whfo
军机	whfq
军校	whfs
密切相关	whfu
穿梭	whfz
达到历史最高水平	whgj
迷惑不解	whgr
军车	whhe
军医	whhm
军区	whho
穿	whi
迓	whi
军团	whjd
窃听	whjp
逻辑性	whju
逻辑学	whjv
连日	whka
逻辑电路	whkj
连累	whkz
逻辑思维	whkz
连同	whld
达到目的	whld
室内	whlo
军用	whlv
连年	whmm
军委	whmz
运输系统	whmz
连任	whnm
连作	whnm
完成任务	whnr
窒息	whnw
军人	whod
运输机	whof
穿行	whoi
密切合作	whon
运输船	whop
连锁	whpk
军舰	whpl
连胜	whqm
军风	whqo
军服	whqy
室外	whri
军备	whrk
军务	whry
军部	whsj
连赢	whsj
连夜	whsn
军训	whsn
军衣	whsr
达成谅解	whsr
逻辑设计	whss
军方	whsy
军装	whtb
军阀	whtn
穿着	whul
军火	whuo
连忙	whus
军法	whvb
穿过	whwd
连连	whwh
军官	whwy
军属	whxm
窃	why
军民	whyh
军费	whyn
军队	whyo
连队	whyo
迫切性	whyu
穿孔	whyz
窀	whz
连结	whzb
连续	whze
迍	whzi
连贯	whzl
连绵	whzn
补	wi
寂	wia
逐步形成	wiah
补正	wiai
补丁	wiai
补考	wiba
寂静	wicq
补	wid
逐步提高	wids
补救	widv
补票	wifb
遽	wig
遽	wigq
补码	wigx
祉	wii
迠	wij
补品	wijj
逌	wijx
初步的	wikd
逴	wike
祯	wil
补贴	wili
遉	wilo
补助	wily
这些年来	wimb
补血	wiml
补偿	wink
补领	wiow
近些年	wirm
补课	wisk
补交	wiso
补充	wisz
这些问题	witk
寂寞	wiwe
补选	wiwm
逐步完善	wiwu
补办	wiyo
补习	wiyt
补缴	wizn
补给	wizo
补发	wizv
启	wj
进口量	wjak
遗	wjal
遺	wjal
进口货	wjan
寒号鸟	wjar
进口商	wjas
心中无数	wjau
遣	wjay
遗址	wjbi
启示	wjbk
启动	wjbz
遌	wjbz
逞	wjc
启事	wjdj
遗著	wjeb
启蒙	wjew
窝棚	wjfq
祝愿	wjgn
心中有数	wjgu
进口成本	wjhf
远距离	wjhs
遗	wji
迚	wji
宫	wjj
迴	wjj
遗嘱	wjjx
逥	wjkd
祸	wjl
启用	wjlv
启程	wjmj
遗失	wjmo
遗物	wjmr
遗传	wjnb
遗体	wjnf
逞凶	wjoz
窝瓜	wjps
祝	wjr
遗留	wjrs
进口商品	wjsj
实践证明	wjsk
宝贵意见	wjsl
遗产	wjsm
军国主义	wjss
遗忘	wjsw
遗弃	wjsz
窝头	wjtg
遗憾	wjuh
遻	wjuz
遗漏	wjvx
祝福	wjwa
祸害	wjwc
启迪	wjwk
家喻户晓	wjwk
遣返	wjwp
遗迹	wjws
宫殿	wjxe
扈	wjy
祝贺	wjyj
逞强	wjyj
宫廷	wjym
祖国统一	wjza
逞能	wjzq
启发	wjzv
审	wk
袒	wka
近日来	wkab
遈	wkai
农业政策	wkam
寒暑假	wkbn
神志	wkbw
扉	wkc
审理	wkck
农业现代化	wkcn
袖珍	wkco
农业技术	wkdf
这时候	wkdn
遵照执行	wkdo
审批	wkdr
袒护	wkdw
农田基本建设	wkef
窠	wkf
神甫	wkfb
农业机械	wkff
农业机械化	wkff
宵禁	wkff
裸露	wkfj
审查	wkfk
审核	wkfs
幂	wkg
神奇	wkga
神态	wkgs
遇到	wkhk
审	wki
迪	wkia
迧	wkic
心电图仪	wkjn
农田水利	wkkm
冠冕堂皇	wkkn
遇	wkl
遇见	wklr
遇	wklz
褴	wkm
农业科技	wkmd
遏制	wkml
审稿	wkms
农业生产	wkms
农业生产资料	wkms
神秘	wkmw
神气	wkmy
暹	wkn
农业贷款	wknb
裸体	wknf
暹	wkni
神仙	wknl
宴会	wkob
农业人口	wkoj
神往	wkos
神采	wkpf
农业银行	wkpo
寓所	wkpv
逍	wkq
透明度	wkqt
褐	wkr
逷	wkro
逿	wkro
神色	wkry
褐色	wkry
遏	wkry
冥	wks
寓言	wksa
宴请	wksc
审计	wkse
寓意	wksk
神话	wksm
审议	wkss
农业部门	wkst
审讯	wksy
宴席	wkte
审问	wktj
审阅	wktu
神情	wkuc
农业为基础	wkue
审美	wkug
审判	wkuk
农业税	wkum
农业总产值	wkus
农业社	wkuw
农田灌溉	wkvv
神学	wkvw
遇害	wkwc
审定	wkwd
必由之路	wkwj
逍遥	wkwp
神通	wkwx
裆	wkx
神圣	wkxb
遇难	wkxn
遢	wky
袖子	wkya
遇险	wkyo
遢	wkyy
宴	wkz
心电图	wkzj
遱	wkzm
通电传	wkzn
通电话	wkzs
农业经济	wkzv
神经	wkzx
实用	wl
寰	wla
宜于	wlad
心目中	wlaj
扁平	wlau
初具规模	wlbf
适用地区	wlbh
週	wlbj
安置工作	wlbn
宜	wlc
迥	wld
迵	wld
实用技术	wldf
扁担	wldk
遄	wlg
遄	wlgl
逻辑	wlhj
初见成效	wlhs
帘	wli
视频	wlik
過	wlj
祖国	wljc
视图	wljr
還	wljr
视野	wlkb
家用电器	wlkj
宜昌	wlkk
遝	wlkv
辿	wll
视同	wlld
祖先	wlmr
农用物资	wlmt
军用物资	wlmt
视乎	wlmu
实用价值	wlnn
运用自如	wlnz
衲	wlo
祖父	wloo
视网膜	wloq
心内膜	wloq
视	wlr
逻	wlrs
实用主义	wlss
视为	wluv
适用于	wlva
军用品	wlvj
适用法律	wlvo
实用性	wlvu
通用性	wlvu
视觉	wlvw
遍	wlw
祖宗	wlwb
视察	wlwr
心眼儿	wlxr
翩	wly
帘子	wlya
军用飞机	wlyf
视力	wlym
塞内加尔	wlyr
补助费	wlyy
视线	wlzh
邏	wlzn
祖母	wlzy
户	wm
戶	wm
适于	wmad
造型	wmae
逬	wmae
宪政	wmai
牢	wmb
追赶	wmba
追击	wmbz
寄生虫	wmci
选取	wmcx
选拔	wmdg
肇事	wmdj
适才	wmdm
追求	wmdv
选择	wmdx
迁	wme
迕	wmed
选票	wmfb
选材	wmfd
造林	wmff
必需	wmfg
透露	wmfj
追查	wmfk
透析	wmfp
必要	wmfv
袄	wmg
戻	wmgd
必有	wmgq
戾	wmgs
选矿	wmgt
宅	wmh
啔	wmhj
选区	wmho
造成	wmhv
适	wmi
迮	wmid
扂	wmij
造	wmj
启	wmj
户口	wmja
牢固	wmje
啟	wmjm
被告人	wmjo
选中	wmjv
适中	wmjv
追踪	wmjw
通知书	wmjx
扈	wmjy
适量	wmka
扉	wmkc
适时	wmkd
透明	wmkq
适当	wmkx
扁	wml
騗	wmlc
扁	wmld
扃	wmld
帍	wmli
选购	wmlr
鶣	wmlr
选用	wmlv
适用	wmlv
遍	wmlw
房租费	wmly
近年来	wmmb
选手	wmmd
棨	wmmf
农牧区	wmmh
牢靠	wmmj
选种	wmmj
啓	wmmj
农牧业	wmmk
晵	wmmk
迁移	wmmr
农牧民	wmmy
綮	wmmz
透射	wmnd
选集	wmnf
顧	wmng
雇	wmni
扄	wmnj
选自	wmnl
过氧化物	wmnm
过氧化氢	wmnm
造价	wmno
迭	wmo
适合	wmoa
迭	wmod
迁入	wmod
透彻	wmoh
邌	wmok
遾	wmoo
迄今	wmos
迁往	wmos
必须	wmpg
宪兵	wmpo
造船	wmpq
透镜	wmps
造反	wmpx
肩	wmq
顅	wmqg
必胜	wmqm
透风	wmqo
鵳	wmqr
追肥	wmqy
选	wmr
选	wmrd
必然	wmrg
必备	wmrk
被称作	wmrn
扅	wmrr
被称为	wmru
鳸	wmrz
房	wms
迁就	wmsj
造就	wmsj
宪章	wmsk
迭放	wmsm
造谣	wmsp
扆	wmsr
房	wmsy
牢记	wmsy
造词	wmsy
选育	wmsz
戽	wmte
户头	wmtg
追问	wmtj
必将	wmtr
被乘数	wmtu
适应	wmtv
适度	wmtv
社科院	wmty
农科院	wmty
追悼	wmui
这种情况下	wmut
扊	wmuu
选举	wmva
宪法	wmvb
农牧渔业	wmvk
农牧渔业部	wmvk
窑洞	wmvl
选派	wmvp
窆	wmw
造福	wmwa
选定	wmwd
必定	wmwd
透过	wmwd
追逐	wmwg
适宜	wmwl
透视	wmwl
牢牢	wmwm
追究	wmwq
牢房	wmws
选送	wmwu
造字	wmwy
肇	wmx
肇	wmxb
肈	wmxb
肁	wmxb
牢骚	wmxx
追	wmy
迄	wmyd
戹	wmyd
选民	wmyh
迤	wmyi
追加	wmyj
透	wmym
甂	wmys
焈	wmyu
追随	wmyw
扇	wmyy
翩	wmyy
戺	wmyy
綮	wmz
这么样	wmzf
这么些	wmzi
逶	wmzm
造纸	wmzr
选出	wmzz
它们	wn
宿	wna
通信地址	wnbb
雇工	wnbi
宣传教育	wnbs
宣传部	wnbs
宣传性	wnbu
遗传性	wnbu
宣传队	wnby
遑	wnc
宣传报道	wndw
裨	wne
遗传基因	wnej
宿营	wnew
袱	wng
迫切	wnhy
進	wni
窗	wnj
逈	wnj
窗口	wnja
雇员	wnjl
迫	wnk
宏伟目标	wnlf
雇用	wnlv
这件事	wnmd
农作物	wnmm
迫使	wnna
雇佣	wnnl
宿舍	wnom
冤假错案	wnpw
通货膨胀	wnqq
鹤	wnr
补偿贸易	wnrk
遍体鳞伤	wnrn
进化论	wnrs
邀	wns
邀请	wnsc
邀	wnsm
通俗读物	wnsm
官僚主义	wnss
裨益	wnuo
窗前	wnuq
遗传性状	wnut
迫害	wnwc
邉	wnwj
窗户	wnwm
迫近	wnwp
邊	wnws
遚	wnxs
窗子	wnya
通信卫星	wnyk
被保险人	wnyo
窗台	wnzj
近似值	wnzn
穴	wo
逾	woa
适合于	woaa
穻	woad
窏	woad
逬	woae
完全正确	woag
逆命题	woak
窿	woam
安全可靠	woam
窍	woaz
完全可能	woaz
完全可以	woaz
裣	wob
窪	wobb
窐	wobb
空	wobi
社会上	wobi
社会中	wobj
社会化	wobn
穽	wobn
这会儿	wobr
鵼	wobr
窾	wobr
通令嘉奖	wobt
社会性	wobu
社会学	wobv
竈	wobw
窙	woby
社会环境	wocb
完全是	wock
安全性	wocu
込	woda
安全措施	wods
逾期	woeq
窑	woez
窰	woez
穼	wof
社会需求	wofd
安全检查	woff
进行检查	woff
运行机制	wofm
突	wogs
进行研究	wogw
邃	wogw
这很不好	wogz
窒	wohb
穿	wohi
社会成员	wohj
进行到底	woht
窃	wohy
窚	wohy
窀	wohz
进行的	woid
竀	woil
进行了	woiy
容	woj
窢	woja
窜	woji
容器	wojj
竆	wojj
社会团体	wojn
彮	wojp
途中	wojv
容量	woka
窧	woke
窠	wokf
窼	wokf
竂	wokk
容易	wokr
窶	wokz
竃	wokz
窅	wol
帘	woli
窩	wolj
安徽省	wolk
竇	woll
窝	wolo
窉	wolo
窴	wolo
罕见	wolr
完全同意	wols
竊	wolz
途	wom
安全第一	woma
窂	womb
途	womf
穾	womg
窄	womi
容积	womj
窖	womj
竁	womm
完全符合	womo
窽	womr
安全生产	woms
社会生产力	woms
社会秩序	womt
社会制度	womt
安全系数	womu
社会生活	womv
社会科学	womv
窆	womw
窌	womy
窷	womy
窗	wonr
穴位	wons
安全保证	wons
社会舆论	wons
安全保密	wonw
社会保险	wony
窮	wony
竄	wonz
裕	woo
窣	wooe
容	wooj
逧	wooj
窥	wool
窺	wool
社会公德	wooo
窔	wooo
途径	woox
容貌	wopn
窳	wopp
窊	wops
窸	wopw
逾	woqk
窬	woqk
社会风气	woqm
究	woqy
窱	worf
社会各界	work
窞	worn
窤	worr
穸	wors
窻	worw
窇	wory
窛	worz
窎	worz
鴪	worz
窵	worz
寄希望于	wosa
社会变革	wose
社会调查	wosf
竉	wosi
窨	wosk
容许	wosm
竅	wosm
社会文化	wosn
鶟	wosr
社会主义	woss
社会主义现代化	woss
社会效益	wosu
进行谈判	wosu
窲	wote
窦	wotg
社会问题	wotk
这个问题	wotk
社会总需求	wouf
迄今为止	woui
社会关系	woum
社会总产值	wous
窯	wouu
窭	wouz
社会活动	wovb
窕	wovr
社会治安	wovw
社会心理	wowc
社会实践	wowj
社会福利	wowm
心领神会	wowo
社会安定	woww
窘	wox
窘	woxj
窹	woxj
窡	woxx
这很好	woxz
穷	woy
穵	woyd
实行改革	woye
进行改革	woye
窫	woyg
军分区	woyh
穷	woym
容忍	woys
穹	woyz
梥	wozf
容纳	wozl
窓	wozw
途经	wozx
社会发展	wozx
窈	wozy
窟	wozz
社会组织	wozz
窋	wozz
近	wp
逅	wpa
逅	wpaj
返工	wpbi
近来	wpbk
逓	wpbl
宇航工程	wpbm
违反规定	wpbw
近	wpd
祈求	wpdv
遥控	wpdw
遁	wpe
实质上	wpei
遁	wpel
近期	wpeq
实质性	wpeu
遥	wpez
必须有	wpgg
必须品	wpgj
遥感	wpha
褫	wpi
遞	wpih
返回	wpjj
近日	wpka
必须坚持	wpkd
遥	wpm
近年	wpmm
邈	wpn
近代	wpnh
邈	wpnr
近似	wpnz
宾	wpo
宾馆	wpow
近邻	wpow
窳	wpp
返销	wppk
返航	wpps
连锁反应	wppt
边锋线	wprz
宾语	wpsb
宾主	wpsc
宇航员	wpsj
近郊	wpso
遥望	wpsq
近旁	wpsu
近况	wptj
遥测	wpvl
近海	wpvm
之所以	wpvz
遥远	wpwb
逆反心理	wpwc
祈祷	wpwc
近视	wpwl
宾客	wpwr
返	wpx
适销对路	wpxj
返	wpxs
必须加强	wpyy
肩	wq
近几天来	wqab
逛	wqc
冗	wqd
近几天	wqda
这几年	wqdm
近几年	wqdm
遯	wqgq
肩上	wqiv
这几年来	wqmb
近几年来	wqmb
通风机	wqof
近几个月	wqoq
肩膀	wqqs
肩负	wqrl
究竟	wqsk
肩头	wqtg
心脏病	wqtt
逖	wqu
逖	wquo
近月来	wqvb
迌	wqvv
究	wqy
迅猛发展	wqzx
农	wr
农副	wraj
察	wrb
迎来	wrbk
农夫	wrbo
